id,target
5,0.15739344
6,0.5603102
8,0.071981415
9,0.19758725
11,0.13512231
15,0.2200659
16,0.0826404
17,0.063449
21,0.23965754
24,0.033514313
26,0.043519516
27,0.83757913
28,0.13762952
29,0.084730856
30,0.28681588
31,0.024936995
32,0.33032545
33,0.06168947
34,0.018425366
35,0.73837936
38,0.017912647
42,0.14180532
44,0.017500421
45,0.15996487
48,0.14094272
50,0.1231325
53,0.076544434
54,0.05635579
57,0.045473974
59,0.045050886
62,0.08065117
63,0.15003078
64,0.10625699
65,0.10559386
66,0.11171945
70,0.68293947
71,0.06979067
76,0.25371784
78,0.124213755
79,0.17506722
81,0.08316433
83,0.9545971
85,0.5770166
86,0.6701812
88,0.07191176
89,0.027705379
91,0.78301793
93,0.17985432
94,0.9556803
97,0.75929695
99,0.25400382
102,0.23704657
103,0.08718082
104,0.014698128
107,0.079801425
110,0.44598493
114,0.026265098
119,0.14534937
130,0.84150994
131,0.2475379
132,0.8161901
133,0.04259325
136,0.17199731
139,0.1458541
143,0.01024569
145,0.019461934
146,0.07613023
147,0.04516036
148,0.09825048
149,0.01963877
153,0.025157198
157,0.043262962
160,0.066194706
165,0.18687196
167,0.020030014
170,0.05857888
176,0.4040628
179,0.16836442
180,0.03786173
181,0.07154785
185,0.25937387
187,0.87584805
191,0.87941855
192,0.033368
193,0.01889819
197,0.8844247
198,0.07752908
199,0.7680777
200,0.07935596
201,0.20224953
202,0.10876587
203,0.28514567
204,0.026793646
206,0.030349158
209,0.010515403
210,0.8550801
211,0.19515134
213,0.7921135
214,0.075351566
216,0.07153734
221,0.08210257
222,0.06365103
223,0.84429044
226,0.4092981
228,0.9432017
229,0.11677019
233,0.21797398
236,0.95899016
239,0.035945993
242,0.05363776
244,0.8625654
247,0.17175822
250,0.15517667
251,0.038758982
253,0.33915278
258,0.31593555
259,0.2584158
260,0.84603477
261,0.7281256
262,0.0365825
263,0.1376904
267,0.20252754
268,0.04716712
269,0.038934335
271,0.13034514
276,0.738389
283,0.1597132
286,0.01756908
291,0.09568216
292,0.07603184
293,0.054868035
294,0.03414189
295,0.051747046
298,0.044632383
300,0.6284028
302,0.31387994
304,0.81065816
305,0.10521527
307,0.22639851
309,0.447353
314,0.14011037
315,0.07203348
316,0.13529909
317,0.12802628
319,0.7690352
320,0.05192314
322,0.026712835
331,0.023905665
332,0.05315876
333,0.062349696
334,0.09871294
335,0.12215388
339,0.06331766
340,0.022587005
342,0.15619572
344,0.02464348
345,0.0687437
348,0.045624264
349,0.04773285
351,0.19651851
352,0.028637571
354,0.3725838
357,0.1373367
358,0.050179966
360,0.12542516
362,0.14642645
365,0.09467435
366,0.06074635
367,0.03666954
369,0.015936418
373,0.81102693
375,0.024099624
377,0.76061165
380,0.029505087
384,0.050897934
388,0.09198424
391,0.17608261
397,0.11981419
403,0.14846215
404,0.1093093
405,0.03170205
408,0.13318804
409,0.023032203
410,0.1434857
411,0.5591661
412,0.040389918
414,0.1924657
420,0.36877492
422,0.12250296
425,0.07711609
428,0.04484575
429,0.06685749
431,0.94170135
437,0.013194524
438,0.10526536
441,0.22351255
445,0.13942954
447,0.10059123
448,0.26862136
452,0.021548906
453,0.08322826
459,0.27187508
461,0.058502495
464,0.026233708
465,0.067219794
467,0.051231448
469,0.10228441
470,0.6408796
475,0.89084774
476,0.03762406
483,0.4346248
484,0.07676389
485,0.10073663
488,0.23180473
493,0.7093604
495,0.3125193
498,0.15740111
499,0.05259767
501,0.3628658
505,0.11438077
507,0.030809462
514,0.04918562
519,0.75860727
520,0.46924266
524,0.055362135
527,0.06299832
528,0.35464162
529,0.010840157
530,0.04008137
531,0.27196512
533,0.6803579
536,0.25358284
537,0.13854636
538,0.05451917
540,0.086348884
541,0.11040845
543,0.122440696
544,0.67954797
548,0.09680937
552,0.07115867
555,0.37088212
556,0.6607603
557,0.1481672
558,0.045757737
560,0.37811625
563,0.026237702
567,0.18396893
573,0.020416573
574,0.28699568
576,0.56925046
578,0.024267346
580,0.046619978
581,0.07495936
582,0.07502335
583,0.0060157357
584,0.08395579
586,0.03472104
587,0.036624745
591,0.048310664
592,0.64673936
593,0.037404746
595,0.047356296
597,0.21337768
601,0.14006986
603,0.103995405
605,0.014378599
608,0.10429658
611,0.0858732
612,0.042095214
617,0.099494904
619,0.8452759
622,0.12180255
623,0.37176058
624,0.65097976
625,0.060416795
630,0.048655283
632,0.17179853
634,0.027319606
637,0.04324114
638,0.6560764
640,0.01858813
642,0.6221636
644,0.3765128
647,0.103372134
648,0.9148739
649,0.1928588
650,0.0276806
653,0.05570635
655,0.052370407
658,0.16553989
660,0.103373796
664,0.19127697
665,0.135634
666,0.04886753
667,0.47613358
668,0.14769515
672,0.07904202
674,0.22922906
675,0.894558
676,0.5578879
677,0.6379091
678,0.009733871
679,0.066839054
680,0.021332163
682,0.061800137
683,0.3181928
686,0.74179745
692,0.016256362
694,0.044698417
695,0.25333253
696,0.016357405
701,0.097482406
707,0.060320426
708,0.81419784
713,0.07761167
715,0.13955791
716,0.45150873
724,0.16687705
726,0.28247792
727,0.01564232
731,0.8674347
736,0.19669433
737,0.03195107
738,0.063996375
740,0.43341222
741,0.37003836
745,0.35575393
746,0.020575896
747,0.16663748
748,0.88891095
749,0.5760516
753,0.0955776
755,0.049402885
758,0.47421402
762,0.9538575
765,0.09358857
770,0.03341058
772,0.065725766
774,0.49291414
776,0.3465361
778,0.16610448
779,0.09355114
781,0.52254117
783,0.8082514
784,0.14185247
785,0.39690328
786,0.058103394
791,0.06411857
796,0.684255
797,0.5667219
802,0.053277884
807,0.09831454
815,0.089156084
816,0.040421985
818,0.074929476
821,0.27506712
822,0.07933936
828,0.5028883
833,0.7160648
835,0.21360965
836,0.30461204
837,0.08738776
840,0.6179178
843,0.5841151
850,0.051724426
852,0.83544683
856,0.37600544
857,0.015175631
859,0.4528721
861,0.11142615
862,0.13038151
863,0.3545634
864,0.9381221
865,0.053176504
869,0.21346049
872,0.26047763
876,0.06631243
877,0.011644567
878,0.33140233
880,0.38453603
883,0.4633861
888,0.9331419
889,0.084752955
890,0.18059285
894,0.12037685
896,0.23318769
898,0.49270013
903,0.8626188
905,0.4216942
906,0.024838252
907,0.07822234
908,0.3529812
911,0.1751416
914,0.5780845
918,0.18915497
919,0.08686556
920,0.09882957
922,0.19054158
923,0.106306545
924,0.5766491
925,0.02972953
930,0.71563286
931,0.38788238
933,0.06690942
934,0.18161312
936,0.115921594
937,0.5069717
942,0.16677023
944,0.6130165
951,0.024438262
952,0.074761234
953,0.4078552
959,0.10012431
961,0.03794153
962,0.10684957
964,0.16555414
967,0.12392931
968,0.056191497
971,0.03938275
973,0.035243377
975,0.04808313
976,0.23110369
977,0.4676645
982,0.3214865
983,0.119145155
984,0.16078597
985,0.28466478
989,0.02196976
991,0.07535447
994,0.3017157
996,0.9302001
1000,0.68151987
1005,0.89786094
1008,0.042596735
1009,0.057136044
1010,0.14564946
1018,0.070922405
1019,0.01673931
1021,0.032831814
1024,0.4873531
1025,0.038312916
1028,0.86803675
1030,0.029020552
1031,0.6655853
1032,0.5919569
1033,0.18508846
1034,0.040252943
1037,0.5160799
1042,0.18359718
1045,0.014330738
1046,0.6418475
1047,0.3507105
1048,0.043358345
1049,0.8891316
1055,0.26536566
1061,0.064440705
1069,0.12843445
1072,0.15452902
1073,0.56794626
1075,0.76008624
1076,0.285783
1086,0.07949563
1087,0.7296124
1088,0.50344175
1089,0.26906645
1091,0.025992863
1093,0.066464216
1094,0.7487581
1097,0.13530688
1098,0.5435731
1102,0.65102375
1103,0.24008158
1105,0.7101514
1108,0.14803022
1117,0.04074808
1126,0.06717049
1136,0.016129972
1143,0.17095685
1144,0.15268953
1145,0.5582168
1147,0.12851189
1148,0.0853591
1151,0.1477875
1155,0.8570271
1157,0.28980416
1158,0.030051695
1159,0.66173095
1162,0.073185
1164,0.04087412
1165,0.039395973
1169,0.05819363
1171,0.5982001
1173,0.03616623
1174,0.5523968
1175,0.32244846
1177,0.12753041
1178,0.2619082
1179,0.051040348
1180,0.064450234
1181,0.08490376
1182,0.24560905
1183,0.04552529
1186,0.21830021
1189,0.5261225
1191,0.17879492
1192,0.42706886
1193,0.5096939
1195,0.013998137
1196,0.31916904
1197,0.5284053
1198,0.031291913
1199,0.6384098
1202,0.09073407
1203,0.0673064
1210,0.039000202
1211,0.1997587
1217,0.035083503
1218,0.054469313
1220,0.85853726
1223,0.047899466
1224,0.5007974
1225,0.87312686
1227,0.0732642
1237,0.10978873
1238,0.39996
1244,0.16085297
1246,0.026748084
1249,0.053373244
1250,0.023489324
1254,0.953326
1257,0.11437487
1258,0.019262804
1262,0.023522345
1269,0.8545704
1270,0.21605076
1273,0.03755566
1274,0.15960117
1275,0.780081
1277,0.093952835
1278,0.08666598
1283,0.029565759
1284,0.66275334
1286,0.9308751
1292,0.21571408
1296,0.06638487
1300,0.07033995
1301,0.05455633
1308,0.026677098
1312,0.17938374
1313,0.6595577
1314,0.061593406
1316,0.022020463
1317,0.2838353
1318,0.38440713
1321,0.30929163
1323,0.85421157
1324,0.16566092
1326,0.7769766
1327,0.16720971
1328,0.79841447
1329,0.32497472
1333,0.02550812
1335,0.14497055
1341,0.38071278
1343,0.09501994
1344,0.04803073
1349,0.31210783
1350,0.15843557
1357,0.8585752
1360,0.04220557
1363,0.11611314
1365,0.020324709
1367,0.081229836
1373,0.0696552
1374,0.06386484
1378,0.12716362
1379,0.80887187
1381,0.21193269
1386,0.73109317
1389,0.033209644
1392,0.013115999
1393,0.09323678
1394,0.08585269
1397,0.029536467
1400,0.33323458
1402,0.037031565
1403,0.084988736
1405,0.03466619
1407,0.10179491
1414,0.69009316
1417,0.10517367
1420,0.11086401
1422,0.178934
1423,0.049496215
1425,0.025558682
1436,0.075540185
