id,target
5,0.11087024
6,0.35742843
8,0.029427528
9,0.14368838
11,0.10775906
15,0.14777091
16,0.046562165
17,0.0860866
21,0.45493263
24,0.022060305
26,0.01584196
27,0.7384807
28,0.16026312
29,0.07093978
30,0.52485615
31,0.015108138
32,0.41925764
33,0.13458002
34,0.014041245
35,0.8584126
38,0.005979866
42,0.17810363
44,0.012371808
45,0.052627444
48,0.1560767
50,0.11245164
53,0.07895127
54,0.03388071
57,0.03731048
59,0.036117405
62,0.11201817
63,0.12501785
64,0.0827488
65,0.03153056
66,0.07536352
70,0.7167263
71,0.06285259
76,0.27091163
78,0.08209023
79,0.1727463
81,0.032574534
83,0.9676207
85,0.54980314
86,0.5615009
88,0.06586829
89,0.09112266
91,0.5795459
93,0.111114144
94,0.9218469
97,0.73052543
99,0.1272423
102,0.3605447
103,0.085945666
104,0.0072680414
107,0.14972126
110,0.6597903
114,0.0052689016
119,0.16444752
130,0.7153037
131,0.1689662
132,0.9187373
133,0.014444053
136,0.22800276
139,0.17919403
143,0.00913918
145,0.0036565363
146,0.035795122
147,0.019923836
148,0.032286346
149,0.006552309
153,0.013423413
157,0.0634864
160,0.06266579
165,0.081989795
167,0.035388112
170,0.047083527
176,0.2679812
179,0.10379499
180,0.021351904
181,0.03746891
185,0.4492127
187,0.88002896
191,0.78633535
192,0.04225272
193,0.024752766
197,0.8968489
198,0.079566926
199,0.83915114
200,0.13536364
201,0.17372009
202,0.044163555
203,0.4160158
204,0.02435267
206,0.03946787
209,0.0020348132
210,0.7793978
211,0.12270141
213,0.7049542
214,0.05015248
216,0.028070837
221,0.04572773
222,0.063880354
223,0.819195
226,0.30681536
228,0.85414946
229,0.13907903
233,0.11694589
236,0.9780141
239,0.033505023
242,0.10912961
244,0.74917376
247,0.14822552
250,0.34720343
251,0.014941335
253,0.044902623
258,0.39594594
259,0.26547658
260,0.89368856
261,0.41300416
262,0.028474867
263,0.35685056
267,0.22774339
268,0.07179099
269,0.008676857
271,0.13523313
276,0.55904293
283,0.2059595
286,0.014823496
291,0.12926272
292,0.042508245
293,0.06902099
294,0.026645362
295,0.023338467
298,0.04551494
300,0.68731093
302,0.29763603
304,0.82551646
305,0.19973898
307,0.15726337
309,0.44263747
314,0.05048248
315,0.06823513
316,0.08478516
317,0.11571744
319,0.8607195
320,0.027382761
322,0.011943102
331,0.0104697645
332,0.05042994
333,0.046180665
334,0.03995955
335,0.040819973
339,0.053245157
340,0.05151081
342,0.13090882
344,0.008701384
345,0.024061292
348,0.034959137
349,0.03413725
351,0.11801392
352,0.08240509
354,0.3973663
357,0.14315927
358,0.04235676
360,0.24171638
362,0.081285685
365,0.15001732
366,0.049515724
367,0.038140774
369,0.0022530258
373,0.63075984
375,0.047459155
377,0.8515951
380,0.010756642
384,0.028890342
388,0.038062453
391,0.10883954
397,0.05471024
403,0.14052376
404,0.17912546
405,0.025139242
408,0.17717159
409,0.014628857
410,0.2117883
411,0.77633214
412,0.062574685
414,0.1111007
420,0.34503376
422,0.16827863
425,0.09053782
428,0.027922213
429,0.017498016
431,0.93429446
437,0.0061151683
438,0.03694278
441,0.16947451
445,0.09579262
447,0.038461864
448,0.19288671
452,0.036563307
453,0.114839315
459,0.4453059
461,0.10427952
464,0.020822227
465,0.085311085
467,0.05329463
469,0.08628866
470,0.54269046
475,0.92911977
476,0.017981023
483,0.4344613
484,0.04481575
485,0.09202793
488,0.28931808
493,0.85020167
495,0.24804327
498,0.15529752
499,0.06830114
501,0.2621187
505,0.048754603
507,0.02206549
514,0.06119889
519,0.82464063
520,0.44581228
524,0.045314938
527,0.027462125
528,0.30094737
529,0.0022303164
530,0.019997448
531,0.37151963
533,0.61395985
536,0.055723846
537,0.044145137
538,0.019391656
540,0.09475082
541,0.05862841
543,0.17831337
544,0.7717217
548,0.056023717
552,0.025109887
555,0.30040672
556,0.6114911
557,0.16247442
558,0.039233774
560,0.48722237
563,0.012516618
567,0.21037942
573,0.02333805
574,0.3177
576,0.77717215
578,0.02652499
580,0.03343174
581,0.086007625
582,0.041006207
583,0.0025106668
584,0.018170804
586,0.03270027
587,0.06094253
591,0.03549069
592,0.6176428
593,0.01698944
595,0.051669925
597,0.052179575
601,0.044504434
603,0.107465535
605,0.012525171
608,0.06787974
611,0.16568688
612,0.077676624
617,0.0525271
619,0.7954915
622,0.11218357
623,0.50252634
624,0.9600245
625,0.022446215
630,0.012370616
632,0.13670135
634,0.010763258
637,0.014866114
638,0.6770526
640,0.015228093
642,0.55402505
644,0.35801074
647,0.09588227
648,0.88684046
649,0.24751836
650,0.012206525
653,0.013422787
655,0.040257096
658,0.104708225
660,0.10969418
664,0.14627874
665,0.09660739
666,0.048695356
667,0.30009514
668,0.24125507
672,0.11132455
674,0.3356626
675,0.8988735
676,0.48264903
677,0.6029863
678,0.0069633126
679,0.06911445
680,0.022587448
682,0.095349014
683,0.38163382
686,0.70021844
692,0.040698826
694,0.05368367
695,0.28416753
696,0.0066046417
701,0.045300424
707,0.056550324
708,0.6775471
713,0.06406513
715,0.1389927
716,0.3446504
724,0.06672594
726,0.28926763
727,0.013251185
731,0.8590245
736,0.159657
737,0.0044706166
738,0.02156198
740,0.24772003
741,0.3114348
745,0.21655127
746,0.00707829
747,0.15844464
748,0.9123168
749,0.5227172
753,0.14351317
755,0.06306988
758,0.47803575
762,0.97931385
765,0.109978616
770,0.030751854
772,0.063709766
774,0.18254861
776,0.4376229
778,0.24777994
779,0.035448343
781,0.34975445
783,0.82406956
784,0.04117149
785,0.36853635
786,0.04629913
791,0.031294584
796,0.48499927
797,0.7124541
802,0.05137688
807,0.05316049
815,0.06825933
816,0.027969688
818,0.08795196
821,0.22144508
822,0.07234475
828,0.5063591
833,0.69063234
835,0.20335975
836,0.46727175
837,0.033529878
840,0.5182956
843,0.4930755
850,0.038853735
852,0.82043195
856,0.2242176
857,0.0036619008
859,0.60121334
861,0.0682151
862,0.11156833
863,0.30299675
864,0.9600501
865,0.06793755
869,0.220231
872,0.20345384
876,0.030042022
877,0.0062493086
878,0.38602728
880,0.5304459
883,0.4596097
888,0.9256166
889,0.048549265
890,0.27802667
894,0.11163345
896,0.10581902
898,0.28761536
903,0.7483443
905,0.6021202
906,0.01678276
907,0.03338641
908,0.23085174
911,0.13949493
914,0.3877335
918,0.12539634
919,0.04875627
920,0.04417494
922,0.21618319
923,0.04465881
924,0.6093659
925,0.012987703
930,0.79099643
931,0.3195984
933,0.046413064
934,0.19687086
936,0.077647
937,0.5143774
942,0.41565716
944,0.6035857
951,0.018049568
952,0.09145701
953,0.47679004
959,0.13956451
961,0.03222719
962,0.032165527
964,0.11620012
967,0.25388625
968,0.05322081
971,0.06283364
973,0.013658881
975,0.03964761
976,0.34351474
977,0.44615003
982,0.12343648
983,0.077017695
984,0.35869154
985,0.30530393
989,0.014565945
991,0.045204043
994,0.27451807
996,0.9799698
1000,0.5628766
1005,0.94646615
1008,0.021709532
1009,0.027089894
1010,0.2091347
1018,0.02199161
1019,0.008590668
1021,0.04110703
1024,0.45031342
1025,0.016000688
1028,0.89159673
1030,0.024164885
1031,0.49979305
1032,0.5471964
1033,0.13055986
1034,0.060681492
1037,0.57649726
1042,0.29020244
1045,0.0064905286
1046,0.5225015
1047,0.34054083
1048,0.024156362
1049,0.9040761
1055,0.3861215
1061,0.024859339
1069,0.14816406
1072,0.2242572
1073,0.5386267
1075,0.58470243
1076,0.18016672
1086,0.10826567
1087,0.5722606
1088,0.42522475
1089,0.17166892
1091,0.03454241
1093,0.022036612
1094,0.5492896
1097,0.20292634
1098,0.44978726
1102,0.6465115
1103,0.24292547
1105,0.6513449
1108,0.15606204
1117,0.04397121
1126,0.047172576
1136,0.0061257184
1143,0.3066693
1144,0.1444503
1145,0.5949034
1147,0.13321447
1148,0.037635684
1151,0.15876293
1155,0.77078176
1157,0.2329677
1158,0.010027587
1159,0.63762474
1162,0.062246412
1164,0.0132676065
1165,0.014586687
1169,0.02556175
1171,0.43781233
1173,0.030261159
1174,0.46889338
1175,0.11953908
1177,0.115312874
1178,0.2162509
1179,0.059781462
1180,0.035152763
1181,0.0541476
1182,0.20641154
1183,0.027820379
1186,0.09286454
1189,0.17885572
1191,0.13952973
1192,0.48381555
1193,0.40637177
1195,0.0030287504
1196,0.1297704
1197,0.6972925
1198,0.034460038
1199,0.61537147
1202,0.039742082
1203,0.02858457
1210,0.017432153
1211,0.19989678
1217,0.032997638
1218,0.038321912
1220,0.8701936
1223,0.010909975
1224,0.38623923
1225,0.82971525
1227,0.07016203
1237,0.08396739
1238,0.5468977
1244,0.19665939
1246,0.044053704
1249,0.012896717
1250,0.008433878
1254,0.97220755
1257,0.14564645
1258,0.0074492097
1262,0.004967898
1269,0.8483618
1270,0.5427988
1273,0.02721271
1274,0.12132743
1275,0.761025
1277,0.048830777
1278,0.07486704
1283,0.0483993
1284,0.67120814
1286,0.9449662
1292,0.120173395
1296,0.05031076
1300,0.07255241
1301,0.12040308
1308,0.01128751
1312,0.12898508
1313,0.36631608
1314,0.031139404
1316,0.022185266
1317,0.36917108
1318,0.54316974
1321,0.39303112
1323,0.8501898
1324,0.0685426
1326,0.8577051
1327,0.18367544
1328,0.716608
1329,0.4346204
1333,0.00848791
1335,0.13370112
1341,0.2355228
1343,0.11441147
1344,0.08047333
1349,0.1617449
1350,0.047804296
1357,0.8449439
1360,0.018965364
1363,0.13750377
1365,0.0050811768
1367,0.08909628
1373,0.07601291
1374,0.03679806
1378,0.033220053
1379,0.81123227
1381,0.08137643
1386,0.85433024
1389,0.018789977
1392,0.007662773
1393,0.08617431
1394,0.049782753
1397,0.024129063
1400,0.32976252
1402,0.023778379
1403,0.02759096
1405,0.022932857
1407,0.11232221
1414,0.8323666
1417,0.01771319
1420,0.10265392
1422,0.27669895
1423,0.032957554
1425,0.015445888
1436,0.15273803
1443,0.056771368
1451,0.43518174
1457,0.9907854
1460,0.7117127
1461,0.6593835
1462,0.26891884
1466,0.11247662
1467,0.055571675
1468,0.61209124
1469,0.10775459
1473,0.045196563
1474,0.014705658
1476,0.007716477
1477,0.38691035
1478,0.018848151
1479,0.094703585
1480,0.9083929
1483,0.11623654
1484,0.14016336
1485,0.18215987
1492,0.0069822967
1498,0.60179764
1500,0.1040442
1501,0.07060376
1503,0.82083046
1505,0.1915923
1506,0.05093193
1508,0.43205348
1510,0.13440084
1511,0.91977346
1513,0.01554051
1514,0.06389433
1516,0.8346795
1519,0.15967023
1523,0.055039287
1524,0.010205805
1533,0.032395095
1535,0.13564444
1538,0.19176444
1541,0.1134488
1542,0.02389592
1544,0.013263285
1545,0.84715694
1549,0.14834562
1550,0.005422443
1551,0.043913454
1554,0.26886225
1563,0.17905349
1571,0.93800575
1574,0.4952406
1577,0.31868455
1579,0.05544591
1580,0.055169225
1581,0.20594895
1582,0.022182405
1583,0.07614258
1585,0.09051612
1586,0.7648023
1591,0.06680906
1595,0.2141037
1599,0.066464216
1600,0.031867385
1604,0.033676624
1606,0.68593794
1607,0.08733657
1612,0.082390785
1615,0.053691655
1618,0.9868146
1619,0.8505312
1620,0.90837026
1621,0.89848435
1622,0.04006189
1623,0.026803434
1624,0.005592704
1629,0.028536588
1631,0.03288722
1635,0.058707207
1637,0.97084874
1639,0.015363812
1640,0.02637288
1642,0.0036395192
1643,0.04442072
1644,0.047015846
1645,0.6803472
1649,0.17694235
1650,0.04455754
1651,0.111412436
1654,0.014048904
1655,0.01068005
1656,0.054844707
1660,0.097014636
1663,0.14306763
1665,0.15293649
1666,0.21201158
1668,0.9210509
1670,0.11078152
1671,0.948596
1673,0.52337337
1674,0.025622845
1675,0.01913163
1677,0.84473115
1678,0.19385165
1679,0.42313507
1681,0.12722826
1684,0.12199488
1686,0.89949834
1687,0.46208566
1690,0.53982663
1692,0.85718656
1695,0.99112666
1696,0.27172548
1697,0.68125296
1699,0.31269222
1700,0.09174815
1701,0.09375116
1705,0.8200363
1707,0.003900826
1713,0.73748505
1714,0.027235776
1717,0.0063078105
1719,0.13126305
1721,0.88525695
1722,0.012269378
1723,0.41559726
1724,0.05765447
1727,0.13847068
1729,0.016766787
1733,0.045962602
1734,0.99912107
1737,0.037685513
1738,0.82226944
1743,0.3658675
1745,0.43344367
1748,0.7826291
1749,0.9674281
1751,0.030446917
1753,0.008222491
1754,0.0042007267
1759,0.10124767
1761,0.2773015
1762,0.030335099
1764,0.99446857
1768,0.21345356
1772,0.09716633
1774,0.008809686
1775,0.008937627
1780,0.013494402
1782,0.016016275
1783,0.6245956
1794,0.5832991
1795,0.017049491
1796,0.14335606
1797,0.026289016
1798,0.064189404
1799,0.11845487
1801,0.11484882
1803,0.015292436
1806,0.022049248
1807,0.1994066
1810,0.013420522
1811,0.12271422
1813,0.0735361
1816,0.010497481
1823,0.11683825
1825,0.65135217
1826,0.18730655
1830,0.032723337
1831,0.07686114
1832,0.654688
1836,0.0071097314
1837,0.98189914
1839,0.435682
1840,0.41634074
1844,0.5389995
1846,0.17077246
1851,0.10782981
1855,0.2468214
1860,0.62505853
1872,0.006973028
1873,0.044383913
1876,0.06126955
1877,0.23839271
1878,0.0090146065
1880,0.10593429
1884,0.14110178
1885,0.3146464
1886,0.62845653
1894,0.015593886
1895,0.9995153
1896,0.4501415
1898,0.015435755
1902,0.017871976
1903,0.5893799
1905,0.12800658
1906,0.051390946
1908,0.003892839
1909,0.1895175
1910,0.2764456
1911,0.14485466
1914,0.044130504
1916,0.2661417
1917,0.30321726
1921,0.046363145
1923,0.7214148
1926,0.08774075
1928,0.1598393
1934,0.027066082
1935,0.032349348
1936,0.0758574
1937,0.350414
1938,0.15707162
1940,0.1429357
1941,0.95208347
1943,0.77715683
1946,0.45193654
1948,0.31613725
1953,0.9855405
1954,0.23561454
1964,0.18080568
1966,0.8687124
1967,0.011814475
1968,0.8518232
1970,0.009998858
1971,0.54974747
1977,0.0031192899
1978,0.9211138
1980,0.8222605
1985,0.733336
1987,0.05122608
1991,0.5542961
1993,0.21961778
1994,0.5340559
1998,0.98425853
1999,0.43797624
2000,0.77726805
2001,0.023490608
2003,0.63745207
2004,0.2873242
2005,0.13808686
2006,0.0053154826
2010,0.78186023
2012,0.004399091
2014,0.008154392
2016,0.15842268
2019,0.056351542
2021,0.040790677
2022,0.0067096353
2023,0.17629343
2026,0.004063964
2029,0.019541055
2031,0.19144067
2034,0.81204844
2036,0.56364024
2038,0.2355398
2039,0.011210203
2044,0.11484942
2046,0.18693349
2048,0.009870797
2054,0.0067867935
2055,0.7827369
2058,0.6744298
2061,0.046450555
2063,0.17982498
2066,0.047656327
2069,0.029274017
2072,0.18559274
2073,0.030657798
2077,0.964533
2084,0.004894823
2085,0.85586554
2087,0.67480195
2089,0.1846171
2090,0.023892999
2091,0.053619087
2092,0.80870724
2093,0.4905661
2098,0.016874999
2100,0.108094424
2101,0.047540873
2104,0.8656218
2111,0.24069834
2112,0.04131046
2113,0.62208307
2115,0.31355104
2117,0.053537697
2118,0.18143162
2121,0.19510481
2126,0.92765033
2130,0.23704305
2132,0.05278787
2134,0.06223473
2137,0.033442527
2138,0.56289685
2140,0.020394832
2141,0.10211632
2142,0.0985308
2144,0.534355
2145,0.13011059
2146,0.052319497
2147,0.0057674944
2150,0.59144616
2151,0.15475762
2154,0.27609354
2155,0.00453344
2156,0.62063676
2157,0.9356257
2158,0.70559245
2164,0.010151744
2169,0.2510788
2170,0.023925781
2172,0.08912966
2179,0.63409746
2181,0.051970333
2185,0.059334487
2188,0.030427247
2189,0.19239986
2191,0.28320193
2194,0.10485345
2201,0.088467896
2202,0.0633409
2203,0.07334265
2204,0.023053646
2207,0.913604
2210,0.016227663
2212,0.29547986
2213,0.87659746
2217,0.07390657
2218,0.012342066
2225,0.68967396
2227,0.1735059
2230,0.14103508
2232,0.7261145
2233,0.046441615
2239,0.09366423
2243,0.95760417
2245,0.9500215
2249,0.020081699
2251,0.63814723
2254,0.13974962
2258,0.7393931
2259,0.8718711
2260,0.061905652
2262,0.11209139
2263,0.030777037
2264,0.008546859
2265,0.044038296
2266,0.59002405
2273,0.118474096
2276,0.06744233
2279,0.36501724
2281,0.3684414
2284,0.044973165
2285,0.9685556
2288,0.0038660765
2291,0.017086536
2294,0.20677504
2300,0.020172268
2301,0.29481477
2302,0.035149544
2303,0.3482796
2304,0.95361614
2306,0.03547272
2307,0.4122287
2309,0.08004871
2310,0.22487563
2311,0.90709126
2313,0.049785256
2314,0.0367707
2316,0.028580904
2318,0.010685891
2321,0.019896418
2325,0.047756612
2327,0.3425413
2328,0.86447066
2329,0.6675451
2334,0.04783711
2335,0.05445248
2336,0.6656625
2338,0.015988767
2342,0.21862024
2344,0.18270758
2347,0.66783065
2348,0.03947583
2352,0.09311384
2355,0.013939917
2356,0.01137948
2357,0.05783713
2361,0.06604904
2364,0.8690437
2365,0.013609529
2366,0.39028585
2367,0.10359219
2373,0.026993722
2376,0.078380466
2377,0.10274765
2378,0.25522184
2379,0.60927874
2380,0.03374359
2381,0.7793569
2384,0.0075834394
2386,0.4024886
2388,0.047827423
2390,0.2849841
2392,0.036272228
2393,0.04161364
2394,0.9831313
2395,0.21703935
2397,0.01423201
2400,0.4305243
2403,0.05180019
2406,0.33321008
2407,0.13047498
2408,0.034730077
2411,0.06365046
2413,0.8478423
2417,0.038265586
2422,0.027279228
2425,0.0026809871
2426,0.871487
2429,0.73533016
2432,0.18307847
2435,0.030473202
2437,0.01388824
2438,0.67386436
2440,0.013146281
2443,0.014942706
2444,0.20194763
2445,0.003971666
2448,0.0050797164
2450,0.0019825697
2451,0.022804022
2455,0.47624636
2456,0.007909536
2458,0.8261094
2460,0.37682784
2461,0.6609971
2463,0.09206116
2467,0.016180247
2469,0.07055333
2473,0.022244185
2476,0.13720039
2482,0.24658847
2486,0.085271
2488,0.8783269
2492,0.025494963
2493,0.25049615
2496,0.009248078
2497,0.10212168
2501,0.0022606254
2505,0.06775725
2509,0.09554565
2510,0.38730216
2511,0.03492537
2512,0.17248425
2514,0.7587377
2516,0.0051335692
2519,0.04746017
2521,0.37361377
2524,0.046831995
2526,0.40530536
2531,0.012179464
2534,0.3208546
2537,0.032682985
2541,0.22775716
2542,0.011860311
2543,0.010513842
2546,0.026601791
2549,0.04178834
2550,0.06892511
2552,0.052426696
2553,0.015285641
2554,0.8068096
2559,0.0898501
2562,0.11170006
2566,0.28689185
2569,0.016771466
2577,0.1256938
2578,0.2939313
2581,0.06495899
2583,0.0023956895
2584,0.11431143
2585,0.14304253
2588,0.04355219
2589,0.14758816
