id,target
0,7.6560287
2,7.4704165
6,7.497225
7,7.746707
10,7.8103914
14,7.5865316
16,7.7067046
17,7.43333
18,7.5521493
19,7.441067
21,7.37263
28,7.488841
29,7.4748354
30,7.420863
31,7.517239
34,7.758159
35,7.6025105
36,7.5548506
38,7.566696
40,7.548048
41,7.779947
42,7.481832
43,7.7719707
44,7.8787303
46,7.4450245
47,7.4682865
48,7.434669
50,7.7599998
53,7.5015116
54,7.7729387
61,7.5463514
63,7.537426
65,7.54198
67,7.7155743
74,7.5665417
79,7.3961177
81,7.56619
84,7.489541
87,7.5116014
88,7.3957834
89,7.5753007
90,7.388377
93,7.6525683
94,7.553236
96,7.72185
97,7.5492353
101,7.4648066
105,7.4332213
106,7.4566994
110,7.502619
111,7.484808
112,7.5160456
115,7.51058
116,7.44339
117,7.5614614
125,7.437573
127,7.464218
128,7.5819163
129,7.4307065
132,7.474637
133,7.325633
134,7.3205423
136,8.140884
138,7.4795747
141,7.4604387
142,7.4145827
143,7.548312
144,7.5849404
147,7.343453
148,7.459207
155,7.2999854
157,7.668243
163,7.5312448
164,7.4938984
166,7.6470656
168,7.595741
172,7.3000684
174,7.495298
176,7.7698264
179,7.402301
180,7.551346
188,7.6665697
199,7.448566
201,7.5624065
203,7.650281
206,7.597062
209,7.76389
211,7.5160203
214,7.3147264
217,7.490728
222,7.636803
223,7.563769
230,7.462016
231,7.3971987
234,7.44257
236,7.1868687
238,7.3300014
246,7.643726
247,7.319593
248,7.5946875
249,7.557012
250,7.327903
252,7.580409
253,7.4110537
254,7.4457636
255,7.545017
256,7.5766964
257,7.6412396
258,7.6249
260,7.742608
264,7.2872567
268,7.4677997
269,7.5964475
270,7.7277384
271,7.7517195
272,7.725264
274,7.3594036
277,7.6415257
279,7.4595475
283,7.462469
284,7.454176
285,7.709667
288,7.561556
289,7.7394943
291,7.665328
294,7.5865264
295,7.485672
296,7.7482953
297,7.4292326
299,7.4531393
301,7.5266266
303,7.8013487
305,7.5945816
306,7.6221676
308,7.4808216
311,7.5715985
312,7.649262
313,7.502875
315,7.5211644
319,7.400246
320,7.5742393
323,7.622048
324,7.8133883
326,7.5366154
328,7.4880085
329,7.66198
333,7.66914
334,7.6190295
335,7.442107
336,7.5604086
337,7.4270663
338,7.5189853
339,7.5782704
340,7.5701313
341,7.5698195
342,7.5176272
344,7.473396
346,7.5637765
347,7.60493
350,7.536956
351,7.4844317
352,7.456008
356,7.464803
360,7.41836
365,7.673087
371,7.5023518
377,7.5192575
384,7.696673
387,7.280366
388,7.2926292
391,7.298719
392,7.6600633
