id,Class_1,Class_2,Class_3,Class_4
100000,0.08793021,0.64393264,0.1564167,0.11172047
100001,0.08622316,0.66539216,0.13907702,0.10930762
100002,0.09072712,0.62725055,0.17226075,0.10976157
100003,0.08595942,0.48483127,0.31563532,0.113573976
100004,0.0858895,0.48712882,0.31270903,0.114272594
100005,0.08599967,0.5084356,0.28262836,0.12293645
100006,0.08444736,0.45355257,0.35235122,0.10964897
100007,0.08489573,0.67976767,0.12800314,0.10733349
100008,0.0885849,0.47255585,0.33475685,0.104102485
100009,0.09060236,0.578142,0.2167621,0.11449349
100010,0.08576202,0.6395566,0.15602785,0.11865363
100011,0.07195613,0.721726,0.0902045,0.116113365
100012,0.08441124,0.45284897,0.35319287,0.10954695
100013,0.07979655,0.6216684,0.146871,0.1516641
100014,0.10417965,0.59419656,0.21427153,0.08735224
100015,0.093751505,0.6073276,0.1916124,0.10730849
100016,0.08322671,0.5379663,0.22028409,0.15852289
100017,0.08572585,0.4825501,0.318053,0.11367103
100018,0.09313236,0.5866328,0.2112796,0.108955294
100019,0.085352466,0.64501673,0.15168473,0.11794602
100020,0.08681047,0.5750314,0.21435624,0.12380193
100021,0.10039158,0.59862596,0.20669419,0.09428827
100022,0.103335224,0.59522706,0.21258359,0.08885408
100023,0.08584014,0.5776173,0.20418066,0.13236186
100024,0.08808307,0.5922599,0.19797115,0.12168587
100025,0.07711655,0.5923463,0.14496838,0.18556878
100026,0.079325736,0.37877846,0.44417423,0.0977215
100027,0.098913714,0.54405,0.26325426,0.09378201
100028,0.088408075,0.58842945,0.20302768,0.12013478
100029,0.08766745,0.63854104,0.1599869,0.11380465
100030,0.08897896,0.5919874,0.20026048,0.11877318
100031,0.086793974,0.57605946,0.21325871,0.12388787
100032,0.08492859,0.46341896,0.3405947,0.11105776
100033,0.08629851,0.50023365,0.2975263,0.115941554
100034,0.08698999,0.5428651,0.24935193,0.12079297
100035,0.087337196,0.64496756,0.15492752,0.11276773
100036,0.10078204,0.53835297,0.2712872,0.08957788
100037,0.09585264,0.60324115,0.19759695,0.10330923
100038,0.090099856,0.5486475,0.2476988,0.113553844
100039,0.08181172,0.5573763,0.19019563,0.17061643
100040,0.08040296,0.6233586,0.14909734,0.14714108
100041,0.07970915,0.5512814,0.17908484,0.18992461
100042,0.07646753,0.5136686,0.1859105,0.22395335
100043,0.084695354,0.567247,0.20438091,0.14367676
100044,0.089480296,0.62052995,0.17620768,0.11378205
100045,0.08671898,0.5185747,0.2765654,0.11814098
100046,0.10246468,0.59626395,0.21084274,0.09042859
100047,0.078437686,0.5538995,0.16755667,0.20010616
100048,0.08713406,0.6581681,0.14503698,0.10966082
100049,0.0889785,0.59198457,0.2002627,0.11877426
100050,0.08681847,0.5246853,0.26965916,0.11883691
100051,0.08930197,0.5831541,0.20973179,0.11781213
100052,0.07702121,0.60537964,0.13982089,0.17777836
100053,0.080945276,0.55815434,0.18283749,0.17806281
100054,0.08416975,0.45185083,0.35185206,0.11212734
100055,0.10044916,0.62266004,0.18292987,0.093960926
100056,0.08081124,0.5681337,0.17384145,0.1772136
100057,0.08319894,0.4314161,0.3790418,0.10634316
100058,0.08246234,0.41994867,0.39303482,0.104554236
100059,0.08793021,0.64393264,0.1564167,0.11172047
100060,0.058443386,0.39396048,0.14419937,0.40339676
100061,0.08147692,0.5654744,0.18086457,0.17218406
100062,0.08335469,0.58295274,0.18080318,0.1528895
100063,0.08576914,0.5217008,0.26282844,0.12970155
100064,0.087048315,0.5673719,0.22279464,0.12278521
100065,0.08696346,0.5615937,0.22882411,0.12261874
100066,0.08793021,0.64393264,0.1564167,0.11172047
100067,0.08317743,0.53123313,0.22690713,0.15868229
100068,0.086237475,0.58160746,0.20376459,0.12839042
100069,0.094432175,0.59025425,0.20912682,0.106186874
100070,0.077643074,0.5264158,0.18406977,0.21187128
100071,0.07941242,0.61889327,0.1460782,0.15561613
100072,0.098238245,0.6009136,0.20238078,0.098467395
100073,0.08731662,0.6522424,0.14948191,0.11095899
100074,0.08706073,0.6225682,0.17064582,0.11972524
100075,0.07749728,0.5260937,0.18318127,0.21322769
100076,0.078925826,0.6359884,0.13800448,0.1470812
